# NFeII AlIII      CrII       FeII       MgI        MgII       MnII       SiII       SiIV       TiII       ZnII      
14.8500   2.92914    2.50945    2.50113    2.50722    2.53614    3.28492    2.50024    2.51266    2.50488    2.51258 
14.9000   2.88383    2.50946    2.50113    2.50712    2.53613    3.27271    2.50012    2.51236    2.50491    2.51264 
14.9500   2.83593    2.50946    2.50113    2.50700    2.53617    3.25741    2.49995    2.51264    2.50494    2.51260 
15.0000   2.78913    2.50946    2.50114    2.50685    2.53618    3.23861    2.49974    2.51262    2.50496    2.51261 
15.0500   2.74489    2.50947    2.50114    2.50664    2.53620    3.21505    2.49946    2.51258    2.50499    2.51262 
15.1000   2.70257    2.50947    2.50114    2.50637    2.53621    3.18540    2.49910    2.51255    2.50500    2.51263 
15.1500   2.66172    2.50948    2.50115    2.50603    2.53622    3.14784    2.49867    2.51252    2.50501    2.51264 
15.2000   2.62412    2.50949    2.50115    2.50562    2.53624    3.10048    2.49816    2.51250    2.50502    2.51265 
15.2500   2.59474    2.50949    2.50115    2.50507    2.53622    3.04415    2.49760    2.51078    2.50502    2.51270 
15.3000   2.58323    2.50950    2.50117    2.50455    2.53626    2.97990    2.49721    2.51253    2.50500    2.51267 
15.3500   2.58249    2.50951    2.50117    2.50394    2.53628    2.91803    2.49700    2.51259    2.50499    2.51268 
15.4000   2.59485    2.50952    2.50118    2.50332    2.53629    2.85538    2.49721    2.51266    2.50497    2.51268 
15.4500   2.61214    2.50953    2.50119    2.50276    2.53631    2.78988    2.49793    2.51271    2.50494    2.51269 
15.5000   2.63384    2.50954    2.50119    2.50233    2.53632    2.71706    2.49915    2.51281    2.50491    2.51269 
15.5500   2.65757    2.50953    2.50118    2.50200    2.53634    2.62230    2.50064    2.51136    2.50487    2.51269 
15.6000   2.67878    2.50953    2.50118    2.50222    2.53635    2.55797    2.50229    2.51273    2.50483    2.51268 
15.6500   2.70431    2.50956    2.50117    2.50282    2.53637    2.54683    2.50385    2.51300    2.50479    2.51268 
15.7000   2.72521    2.50959    2.50116    2.50385    2.53638    2.57016    2.50523    2.51309    2.50474    2.51267 
15.7500   2.74881    2.50961    2.50115    2.50523    2.53640    2.59274    2.50636    2.51314    2.50467    2.51267 
15.8000   2.77112    2.50933    2.50114    2.50661    2.53641    2.61646    2.50726    2.51275    2.50460    2.51265 
15.8500   2.79352    2.50965    2.50113    2.50829    2.53643    2.64679    2.50800    2.51324    2.50451    2.51264 
15.9000   2.81510    2.50967    2.50113    2.50967    2.53644    2.67621    2.50861    2.51329    2.50441    2.51263 
15.9500   2.83574    2.50969    2.50112    2.51081    2.53645    2.70524    2.50911    2.51333    2.50428    2.51260 
16.0000   2.85546    2.50972    2.50111    2.51171    2.53646    2.73335    2.50954    2.51337    2.50412    2.51256 
16.0500   2.87408    2.50974    2.50111    2.51239    2.53647    2.76339    2.50993    2.51341    2.50393    2.51251 
16.1000   2.89134    2.50976    2.50110    2.51289    2.53647    2.78960    2.51028    2.51345    2.50370    2.51244 
16.1500   2.90704    2.50979    2.50110    2.51326    2.53648    2.81645    2.51060    2.51349    2.50343    2.51236 
16.2000   2.92111    2.51282    2.50110    2.51354    2.53648    2.84357    2.51091    2.51352    2.50310    2.51236 
16.2500   2.93242    2.51002    2.50109    2.51376    2.53648    2.86978    2.51119    2.51356    2.50272    2.51217 
16.3000   2.94324    2.50981    2.50109    2.51393    2.53648    2.89409    2.51145    2.51360    2.50229    2.51203 
16.3500   2.95043    2.51020    2.50109    2.51408    2.53647    2.91769    2.51170    2.51364    2.50185    2.51212 
16.4000   2.95586    2.50985    2.50108    2.51422    2.53647    2.94020    2.51191    2.51366    2.50135    2.51176 
16.4500   2.95936    2.51137    2.50108    2.51433    2.53662    2.96454    2.51210    2.51367    2.50084    2.51278 
